UNIPROT_ID,PMID
P05108,"['1849407', '21636783', '10391209', '11502818', '12161514', '16705068', '18182448', '19116240']"
P51160,"['21127010', '28583373', '10393054', '19615668', '21248752']"
Q9NRM0,"['14739288', '18327256', '18327257', '24275569', '24409316', '28083649', '19026395', '19926891', '21810765', '25268603']"
Q02779,"['19369195', '19690332', '17344846']"
Q9H4B4,"['11746980', '12242661', '9353331', '10557092', '11156373', '11447225', '11551930', '11971976', '14980500', '14968113', '15021912', '16478733', '16481012', '17804415', '17264206', '18062778', '18650425', '19490146', '19103756', '20889502', '20940307', '20951827', '20473878', '21098032', '21840391', '21376736', '21264284', '20671765']"
P08709,"['3264725', '2511201', '2129367', '1904059', '9023546', '19167329', '21949356', '8598903', '9925787', '9692950', '2070047', '1634227', '8364544', '8242057', '8204879', '7860081', '7981691', '7974346', '8652821', '8844208', '1002/(sici)1098-1004(1996)8:2<108::aid-humu2>3.0.co;2-7', '8940045', '8883260', '9414278', '9576180', '9452082', '10391209', '11091194', '11129332', '10862079', '1002/1098-1004(200006)15:6<489::aid-humu1>3.0.co;2-j', '10984565', '12472587', '14717781', '19751712', '18976247', '19432927', '21206266', '21372693', '26761581']"
P43405,"['7895172', '8986718', '8657103', '9535867', '9857068', '10458769', '1002/(sici)1521-4141(199908)29:08<2539::aid-immu2539>3.0.co;2-m', '10449770', '11162587', '12456653', '12387735', '11940607', '15388330', '15123770', '18369315', '18818202', '18088087', '19843936', '19369195', '19690332', '20154219', '19909739', '20713593', '21269460', '21469132', '22019427', '23299888', '8590001', '9698567', '', '', '', '', '', '', 'ce=""ECO:0007829|PDB:4RX7']"
Q03405,"['2156852', '9030717', '7539799', '8394346', '10636902', '12376466', '15053742', '14764453', '18718938', '23486467', '15861141', '16456079', '22285761']"
P16109,"['7684381', '7585949', '7585950', '7559387', '11237770', '15769472', '16263699', '18606703', '28011641', '8901515', '7505680', '11081633', '9668170', '10391209', '14681304']"
Q86W47,"['11790768', '12223479', '12136044', '25561520']"
Q13555,"['14722083', '16690701', '15294044', '18691976', '18669648', '19369195', '20068231', '21269460', '23186163', '24275569', '20668654', '23033978', '30184290']"
P05178,[]
P21802,"['8961926', '8663044', '9585583', '12529371', '15190072', '15629145', '16597617', '16844695', '17623664', '17311277', '18374639', '19410646', '19103595', '19369195', '21596750', '15863030', '19387476', '20094046', '24275569', '10830168', '11069186', '10618369', '11390973', '12591959', '16384934', '17803937', '18056630', '19060208', '21454610', '7987400', '7874170', '7655462', '8528214', '7719333', '7719344', '7719345', '8644708', '8946174', '8956050', '1002/(sici)1098-1004(1996)8:4<386::aid-humu18>3.0.co;2-z', '8696350', '9150725', '9385368', '9002682', '9152842', '9677057', '1002/(sici)1096-8628(19980707)78:3<237::aid-ajmg5>3.0.co;2-m', '9521581', '9452027', '9693549', '9719378', '10574673', '10394936', '10945669', '11173845', '10951518', '10633130', '11380921', '11781872', '12000365', '16061565', '16501574', '16959974', '17344846', '22387015', '26429889']"
P05067,"['1908403', '3597385', '12665801', '8576160', '3312495', '1406936', '8229004', '8248178', '8109908', '22576872', '16816112', '2900137', '2649245', '2506449', '1969731', '8344894', '8446172', '8131745', '7913895', '8158260', '7737970', '8626687', '8887653', '8855266', '9168929', '9357988', '9338779', '9585534', '9843960', '10413512', '10319819', '10535332', '10341243', '9890987', '10383380', '10461923', '10656250', '10816430', '10681545', '12214090', '11775062', '11689470', '11278849', '11274207', '11438549', '11544248', '11238726', '11943163', '11724784', '11784781', '12032279', '8999878', '10806211', '10742146', '11517218', '11146006', '11851430', '11877420', '12142279', '15084524', '15347684', '16335952', '16174740', '16407538', '17062754', '17855360', '18468999', '19366692', '19225519', '19901339', '20580937', '20811458', '21269460', '21712440', '23011729', '22457725', '24275569', '24336208', '25168729', '24523320', '26091039', '28720718', '2125487', '1718421', '7516706', '7588758', '8973180', '9300481', '9693002', '10201399', '10821838', '10940221', '10940222', '12611883', '15304215', '17051221', '17909280', '17239395', '17895381', '19923222', '20212142', '22584060', '22654059', '25122912', '26898943', '28570778', '28882996', '29282295', '30630874', '1363811', '2111584', '1671712', '1908231', '1678058', '1944558', '1925564', '1415269', '1303239', '1302033', '1465129', '1307241', '1303275', '8267572', '8154870', '8290042', '8577393', '8886002', '9328472', '9754958', '10097173', '10631141', '10665499', '1002/1531-8249(200002)47:2<249::aid-ana18>3.0.co;2-8', '10867787', '11063718', '10677483', '11409420', '11311152', '11528419', '12034808', '12654973', '15365148', '16178030', '15668448', '20697050', '0000093']"
Q8TBX8,"['18691976', '19413330', '21269460', '26774281', '31091439']"
P08912,[]
Q14289,"['7544443', '8849729', '8670418', '9422762', '10022920', '10769033', '11493697', '12771146', '12893833', '14585963', '12522270', '15050747', '15166227', '17329398', '17634955', '18339875', '18765415', '18088087', '18691976', '18086875', '18587400', '19207108', '19648005', '19086031', '19369195', '20521079', '19880522', '20028775', '20381867', '21269460', '21357692', '21533080', '15888917', '20001213', '20332118', '21196189', '23186163', '18951788', '19358827', '19428251', '19244237', '17344846']"
Q6P3R8,['17344846']
P35219,"['21269460', '19360879', '19461874', '']"
Q12791,"['11880513', '8962157', '9391153', '9829973', '10097176', '10692449', '11604135', '11880485', '14523450', '12566537', '20693285', '22399288', '20613726', '20430843', '22547800', '20508092', '15937479', '26195193', '27567911', '29330545', '31152168', '29545233']"
P53671,"['10436159', '11018042', '11340065', '18691976', '18669648', '19369195', '22328514', '23186163', '25849865', '17344846']"
Q9H422,"['9725910', '10961991', '14766760', '17210646', '28112733', '17344846']"
P36888,"['8637232', '8946930', '9737679', '10080542', '11090077', '16266983', '15831474', '16627759', '16684964', '18305215', '18490735', '19477218', '19369195', '20111072', '20508617', '21067588', '21262971', '21516120', '12951584', '19549778', '29691342', '14759363', '21389326', '11442493', '11290608', '14504097', '17344846', '18987736']"
P02768,"['1225573', '7895732', '12665801', '3087352', '2437111', '955075', '15047055', '656055', '6853480', '6234017', '6706980', '3759977', '8134387', '19021548', '18318008', '19690332', '21269460', '24275569', '24129315', '26091039', '25944712', '28330995', '2727704', '2374930', '1630489', '9731778', '10388840', '10940303', '11743713', '28567254', '3828358', '3474609', '3479777', '2911589', '2762316', '2404284', '2104980', '2247440', '2068071', '1946412', '1859851', '1347703', '1518850', '8513793', '8347685', '7902134', '8022807', '8048949', '7852505', '9329347', '9589637', '11680902', '1002/1615-9861(200101)1:1<93::aid-prot93>3.0.co;2-3', '11168369']"
Q16678,"['10426814', '10681376', '11555828', '12865317', '15258110', '19005183', '20972997', '21068195', '22888116', '22935222', '23821647', '21147782', '9463332', '9497261', '9823305', '10227395', '10655546', '11184479', '10739169', '11527932', '11403040', '11774072', '11980847', '12036985', '11854439', '14640114', '14635112', '12525557', '15342693', '15475877', '15255109', '16490498', '16688110', '16735994', '16862072', '18470941']"
P19099,"['11856349', '23322723', '1594605', '1346492', '8439335', '9177280', '9625333', '9814506', '9931115', '10391209', '10391210', '11238478', '12788848']"
Q9UHC9,"['15671032', '15604518', '15928087', '19542231', '22095670', '21525977', '15679830', '25390462', '29880681']"
Q8TCG2,"['19369195', '24275569', '19690332']"
O15264,"['9374491', '9731215', '10201954', '11378392', '11500363', '11943212', '15632108', '17256148', '18006338', '18088087', '18367666', '19369195', '20478268', '20090411', '20626350', '21269460', '17344846']"
O15438,"['11581266', '15083066', '14759258', '18669648', '23186163', '24275569']"
P46734,"['8622669', '11279118', '11980910', '16709866', '16728640', '19413330', '20068231', '21269460', '21224381', '22814378', '11414763', '17344846']"
Q9H2X9,"['21613606', '24668262', '26333769', '16959974', '24928908', '26528127']"
Q02218,"['17370265', '19608861', '21269460', '24495017', '24275569', '25944712', '18973345', '29211711']"
Q08499,"['12193273', '14500724', '15131123', '17081983', '17006457', '17244609', '18088087', '18669648', '20196770', '20068231', '21406692', '23186163', '12387865', '14609333', '12842049', '14668322', '15003452', '15260978', '15576036', '15685167', '16539372', '17727341', '17900862', '17582435', '22464250', '22464252', '23043190', '23033274']"
Q7Z5B4,"['15504725', '15809299', '15927954', '16120769', '17609200', '17640815', '17370265', '19608861', '32204458', '16959974']"
O60359,[]
P35916,"['15340161', '7898938', '7675451', '9435229', '11532940', '12881528', '15474514', '15102829', '16076871', '16335952', '16452200', '17210781', '19779139', '19610651', '20826270', '20431062', '20224550', '20445537', '21273538', '18680722', '19230644', '21711246', '21196198', '23878260', '9817924', '10856194', '10835628', '11807987', '16965327', '16924388', '17458866', '17344846', '19289394', '26091405', '28991257', '30232381']"
Q9BYT3,"['16176263', '18691976', '19413330', '21742770', '17344846']"
P08581,"['1917129', '1718989', '1719465', '1846706', '1655790', '7513258', '8182137', '9440692', '10454568', '11081636', '12147692', '12244174', '12198496', '12475979', '14684163', '15314156', '15735664', '16862193', '18819921', '18691976', '18669648', '19196183', '19369195', '20655987', '19900460', '21269460', '21784853', '23186163', '24275569', '26637977', '25941349', '26517842', '27334921', '11063574', '14559966', '15358240', '15167892', '17662939', '9140397', '9563489', '10433944', '9927037', '10417759', '1002/(sici)1097-0215(19990827)82:5<640::aid-ijc4>3.0.co;2-6', '10327054', '11042681', '12920089', '15713673', '17053076', '17344846', '20949619', '28294470']"
Q9Y6E0,"['12107159', '15304321', '15917084', '16314523', '17081983', '17046825', '18691976', '19604147', '18782753', '19369195', '19855390', '19782762', '20068231', '21269460', '21406692', '23186163', '27807006', '20124694', '17344846']"
P30291,"['8428596', '15150265', '15070733', '18220336', '18691976', '19690332', '20026642', '20068231', '22692537', '23186163', '33108758', '15837193', '17344846']"
Q9BQT8,"['21269460', '29517768']"
P04070,"['8560401', '1694179', '1544894', '16335952', '22171320', '24275569', '26091039', '8003977', '9003757', '8446940', '2437584', '2602169', '1868249', '1347706', '1611081', '1511988', '1511989', '1301959', '1593215', '8324221', '8499565', '8499568', '8292730', '8398832', '7919373', '7841323', '7841324', '7865674', '7974343', '7605880', '7792728', '8829639', '1002/(sici)1098-1004(1996)7:2<176::aid-humu16>3.0.co;2-#', '9798967', '22531345', '22545135', '25651845', '25748729', '25618265']"
P37840,"['8194594', '10617630', '10852916', '11162638', '11821392', '11813001', '12859192', '12859200', '12558071', '12893833', '15207266', '15282274', '19722699', '20798282', '21269460', '21319811', '21841800', '22854022', '22407793', '26442590', '27597756', '28288128', '30404828', '31034892', '15615727', '19762560', '21462277', '23607618', '26352473', '27018801', '30190461', '9197268', '9462735', '14755719', '15498564', '23457019', '23427326', '24936070', '25561023']"
P53667,"['10196227', '10559936', '10436159', '10652353', '11340065', '11413130', '11832213', '12807904', '14530263', '14759258', '15660133', '16230460', '16456544', '16641196', '18028908', '17188549', '18691976', '18669648', '19413330', '19369195', '22886629', '21682918', '22328514', '23186163', '23633677', '17344846']"
Q9Y6L6,"['22232210', '23285087', '24275569', '11477075', '12196548', '12130747']"
Q08493,['17727341']
P11166,"['17081065', '18245775', '18347014', '18691976', '19449892', '19349973', '20068231', '21269460', '21406692', '22814378', '23219802', '23186163', '23563491', '24275569', '25957687', '25982116', '24847886', '27078104', '10227690', '10980529', '1002/1098-1004(200009)16:3<224::aid-humu5>3.0.co;2-p', '11603379', '11136715', '12325075', '14605501', '15622525', '18451999', '19798636', '19901175', '19630075', '20221955', '20129935', '21204808', '20621801', '20574033', '21791420', '20830593', '21832227', '23280796', '22492876', '22282645', '30197081']"
P42684,"['12748290', '15886098', '15735735', '16678104', '16964243', '17306540', '17525332', '18945674', '12775773', '14729179', '18691976', '18669648', '18182299', '19413330', '19369195', '19381274', '19690332', '20068231', '20841568', '21406692', '23186163', '24275569', '21417343', '22297987', '17344846']"
A0A024R8I1,[]
Q9NQU5,"['11773441', '14573606', '15550393', '18642328', '20054820', '16959974', '17344846']"
Q9Y2H9,"['30449657', '17344846']"
O15244,"['9687576', '11758759', '11912245', '12538837', '15496291', '16314463', '16272756', '16006492', '15783073', '16394027', '16951202', '17072098', '16914559', '17582384', '17393420', '12142729', '17111267']"
P19525,"['8576172', '9079663', '9143277', '9710605', '9781815', '10390359', '10848580', '11438532', '11152499', '11337501', '11160738', '11836380', '12882984', '15229216', '15299030', '15121867', '15207627', '17158706', '16373505', '16951545', '17451199', '17267064', '17079286', '17196820', '18835251', '18096616', '18669648', '19507191', '19229320', '19690332', '19189853', '20171114', '20395957', '21123651', '20519500', '19840259', '20685959', '20068231', '21269460', '21029237', '21924887', '21166592', '21072047', '21710204', '22214662', '22633454', '22948139', '23084476', '22223895', '22801494', '22814378', '23092889', '22381929', '23202496', '23403623', '23354059', '23229543', '23186163', '23325696', '23115276', '23372823', '23399035', '24275569', '25740987', '9736623', '16179258', '32197074', '17344846']"
P12259,"['6323392', '6490642', '2844223', '8204629', '2168225', '7989361', '8665956', '9556620', '11018168', '15140131', '16335952', '16263699', '18088087', '19690332', '26091039', '10586886', '7874144', '8164741', '8713778', '9245936', '9454741', '9454742', '9746807', '10391209', '10942390', '11435304', '11858490', '12393490', '14617013', '15534175', '14695241', '16959974']"
