UNIPROT_ID,PMID
P30926,"['15609996', '16120769', '27344019']"
P22748,"['2111324', '8809084', '7625839', '16807956', '16686544', '17705204', '17127057', '17314045', '19186056', '19206230', '18618712', '8942978', '20363633', '15563508', '17652713', '20450258']"
P53805,"['12809556', '10861295', '15935327']"
P19224,"['18004212', '20610558', '24275569', '9429234', '15284531', '19204906']"
O95263,"['18669648', '20085714', '20068231', '23186163', '18431404']"
Q7Z2W7,"['12858355', '15306801', '17065148', '25559186']"
P24530,"['9284755', '9261180', '9359036', '8001158', '8634719', '8852659', '8852660', '8630503', '9760196', '10874640', '11471546', '11891690', '12189494', '28236341']"
P62344,"['15491359', '17123645', '18768477', '19307175', '22539638', '23204525', '26149123', '28680058', '29716996', '32003970', '32484216', '32817103', '33024030']"
O95622,"['15385642', '24740569', '26206488', '22782511', '24700542']"
O75747,"['17487921', '17991425']"
P02675,"['420779', '936108', '12665801', '6575689', '891553', '6383194', '7642629', '16335952', '16263699', '19159218', '2143188', '21269460', '24275569', '9333233', '9628725', '10074346', '19296670', '3194892', '2018836', '1634610', '1565641', '3156856', '10391209', '10666208', '11468164', '15070683', '25427968']"
P50416,"['16271724', '21269460', '25944712', '14711372', '21990363', '9691089', '11441142', '11350182', '12111367', '14517221', '15669684', '15110323']"
P11021,"['9150946', '2294010', '9150948', '1550958', '20068231', '21269460', '21289099', '23349634', '12475965', '12699405', '12411443', '12643545', '15098107', '18621045', '17081065', '18502753', '18264092', '19538957', '21080038', '22637475', '22905912', '23921388', '23990668', '23769672', '22689054', '24275569', '24129315', '25218447', '25114211', '26045166', '25601083', '25755297', '25944712', '26657846', '26940976', '28286085', '28112733', '28332555', '28053106', '29719251', '29497057', '33432092', '20072699', '21526763', '26655470']"
Q07817,"['7644501', '8596636', '9435230', '10772918', '11714801', '11463391', '12011449', '17046835', '16509771', '17418785', '19917720', '21269460', '21840391', '21567405', '23792689', '25296756', '25944712', '27013495', '29507230', '8692274', '9020082', '11206074', '14534311', '15902208', '16368107', '17337444', '17256834', '21639858', '23340338']"
Q7Z460,"['12837247', '14654843', '16145243', '15631994', '16824950', '16866869', '16914514', '17543864', '18220336', '18088087', '18669648', '19413330', '19690332', '20068231', '21269460', '21406692', '23186163', '24275569']"
O94804,"['11903060', '12639966', '16964243', '19367720', '18088087', '18691976', '18669648', '19413330', '19369195', '19255442', '19690332', '20068231', '21269460', '21606217', '21406692', '23186163', '24275569', '18239682', '16175573', '17344846']"
P13569,"['1377674', '7518437', '9385646', '10766763', '10792060', '11524016', '11707463', '12403779', '12519745', '15010471', '15247260', '1378801', '12913074', '12588899', '14668433', '15284228', '16645176', '17036051', '17462998', '17434346', '17660831', '19398555', '19019741', '19621064', '20933420', '20008117', '19923167', '20068231', '22178883', '22207244', '22121115', '22119790', '24019521', '25330774', '26627831', '26823428', '27941075', '28130590', '27714810', '9517543', '1002/(sici)1097-0134(19980215)30:3<275::aid-prot7>3.0.co;2-j', '11304524', '16331976', '15528182', '19944699', '20150177', '21931164', '26444971', '1284534', '1699669', '1695717', '2236053', '1710600', '1712898', '1379210', '1284466', '1284468', '1284530', '1284529', '1284548', '7680525', '7683628', '8406518', '7683954', '7505694', '7504969', '7522211', '7513296', '7525450', '7520022', '7524913', '7524909', '7517264', '8081395', '7529962', '7539342', '7606851', '7544319', '8522333', '7537150', '7541273', '7581407', '7543567', '7541510', '8800923', '8829633', '1002/(sici)1098-1004(1996)7:2<151::aid-humu10>3.0.co;2-1', '8723693', '8723695', '1002/(sici)1098-1004(1996)7:4<376::aid-humu18>3.0.co;2-#', '8956039', '1002/(sici)1098-1004(1996)8:4<340::aid-humu7>3.0.co;2-b', '8910473', '9067761', '1002/(sici)1098-1004(1997)9:2<183::aid-humu13>3.0.co;2-z', '9101301', '1002/(sici)1098-1004(1997)9:4<368::aid-humu13>3.0.co;2-0', '9222768', '1002/(sici)1098-1004(1997)10:1<86::aid-humu15>3.0.co;2-w', '9375855', '1002/(sici)1098-1004(1997)10:5<387::aid-humu9>3.0.co;2-c', '9401006', '1002/(sici)1098-1004(1997)10:6<436::aid-humu4>3.0.co;2-b', '9443874', '9804160', '9521595', '9921909', '9736778', '9482579', '1002/(sici)1098-1004(1998)11:2<152::aid-humu8>3.0.co;2-l', '9554753', '9452048', '9452054', '9452073', '10651488', '10094564', '1002/(sici)1098-1004(1999)13:2<173::aid-humu20>3.0.co;2-3', '11242048', '12394343', '12167682', '12529365', '15716351', '17098864', '16822950', '17182731', '17329263', '18987736', '20691141', '21884936', '27241308', '26846474', '28001373', '28087700', '28067262']"
P19429,"['2226863', '9346285', '12242269', '15514163', '15601779', '18986304', '22972900', '10387074', '12060657', '9241277', '11815426', '12531876', '12707239', '12974739', '15070570', '16199542', '19590045', '21846512']"
Q9UNX9,[]
P19827,"['1384548', '2476436', '7504674', '7513643', '9677337', '9425062', '12754519', '14760718', '18669648', '19159218', '19139490', '24275569', '7535743', '']"
Q15822,"['27493220', '16826524', '25847220']"
O95255,"['12414644', '11880368', '11427982', '12901863', '23625951', '23912081', '24277820', '24969777', '24275569', '10913334', '11058917', '1002/1098-1004(200011)16:5<449::aid-humu24>3.0.co;2-o', '10954200', '10835642', '10811882', '11536079', '11702217', '11776382', '15098239', '15459974', '15086542', '16086317', '17617515', '18987736', '19339160', '20034067', '22209248', '25615550', '30154241']"
Q8IYT8,"['18936157', '21460635', '21460634', '21795849', '21690395', '21205641', '17344846']"
Q9Y2U5,"['10713157', '15075238', '16001074', '17081983', '18761086', '18220336', '18088087', '18691976', '17906693', '18669648', '19369195', '19690332', '20068231', '21406692', '23186163', '24275569', '17344846']"
Q9HAW7,"['12181437', '15470161', '17179145', '18052087', '18004212', '18674515', '18719240', '20610558', '23360619', '11037804', '19204906']"
Q693P7,[]
Q8XB74,[]
P00740,"['2592373', '9169594', '6688526', '659613', '6425296', '2511201', '2129367', '1730085', '1517205', '8172892', '11133752', '12444082', '25456591', '24275569', '7713897', '7547952', '8663165', '9047312', '1854745', '1304885', '7606779', '10467148', '14722079', '20004170', '20121198', '20121197', '20080729', '2743975', '1634040', '8392713', '6603618', '3009023', '3790720', '3401602', '3243764', '2713493', '2714791', '2773937', '2775660', '2753873', '2738071', '2472424', '2339358', '2372509', '2162822', '1958666', '1902289', '1346975', '1615485', '8257988', '8076946', '8199596', '7981722', '8680410', '8833911', '9233593', '9222764', '1002/(sici)1098-1004(1997)10:1<76::aid-humu11>3.0.co;2-x', '9590153', '1002/(sici)1096-8652(199805)58:1<72::aid-ajh13>3.0.co;2-7', '9452115', '9600455', '1002/(sici)1098-1004(1998)11:5<372::aid-humu4>3.0.co;2-m', '10698280', '10094553', '1002/(sici)1098-1004(1999)13:2<160::aid-humu9>3.0.co;2-c', '10391209', '11122099', '12588353', '12604421', '19846852', '25470321', '25251685', '29450643']"
P06870,"['3163150', '2666327', '393608', '3635530', '15651049', '11912256', '15765151']"
Q9HAW9,"['12181437', '15472229', '15470161', '16595710', '17179145', '18052087', '18004212', '18674515', '18719240', '19159218', '19545173', '20610558', '23288867', '19204906']"
P04731,[]
Q52WX2,['17344846']
P36956,"['8402897', '18267114', '11477106', '12202038', '8626610', '12177166', '18669648', '23186163', '28849786', '31375868', '32322062', '9634703']"
Q9Y6R4,"['12052864', '15262978', '16157600', '19413330', '19369195', '19690332', '20221403', '21269460', '21406692', '23186163', '17344846']"
Q9NPA1,"['10864947', '11382808', '11382809', '14612589', '12740608', '12136044']"
P29475,[]
Q9H244,"['24670650', '24784220', '12578987', '25428217']"
Q9UM73,"['11387242', '11121404', '11278720', '12112524', '11809760', '12107166', '12122009', '15226403', '15938644', '15908427', '16317043', '15592455', '16161041', '17274988', '17681947', '16878150', '19459784', '22327622', '20632993', '20695522', '20454865', '21575866', '17344846', '18724359', '18923523', '18923525', '21242967']"
P51813,"['12573241', '10688651', '11331870', '11751885', '11877430', '12370298', '12832404', '15788485', '18292575', '11114746', '11340625', '17624943', '17344846']"
Q9NPD5,"['22232210', '24275569', '16959974']"
Q07820,"['15122313', '9671497', '12149273', '12223490', '15077116', '15241487', '15989957', '16543145', '18669648', '23024798', '23055042', '27013495', '17389404', '20562877', '18987736']"
Q06432,[]
Q9UQM7,"['14722083', '15312654', '23805378', '28130356', '25533962', '29100089', '29560374', '29784083']"
P78356,"['18691976', '18669648', '19369195', '19608861', '20583997', '21269460', '22223895', '31091439', '9753329', '26774281']"
Q8TCT9,"['12077416', '11714810', '12145199', '14741365', '15385547', '15998642', '19720873', '19159218', '21269460', '25239945', '24275569', '25944712']"
Q16348,"['18367661', '31073693']"
P49019,"['12522134', '19561068', '21454438']"
P15104,"['12387715', '18662667', '18555765', '19413330', '21269460', '23186163', '24275569', '26711351', '30158707', '18005987', '16267323']"
P03886,"['3921850', '12611891', '15265369', '26929434', '24105702', '25944712', '1928099', '1674640', '2018041', '1900003', '1959619', '1757091', '1417830', '8104867', '8723687', '1002/(sici)1098-1004(1996)7:4<358::aid-humu11>3.0.co;2-1', '7733935', '21144833']"
P36897,"['9661882', '7774578', '8752209', '8980228', '9233797', '9311995', '9346908', '9865696', '9472030', '11163210', '11278251', '12941698', '15496141', '15761148', '16754747', '17099224', '18758450', '9759503', '19369195', '22344298', '25893292', '26583432', '8521960', '10025408', '11583628', '15177479', '15317461', '18243111', '20207738', '12947057', '15385056', '15731757', '15505640', '16596670', '16791849', '16928994', '17344846', '18987736', '19883511', '22113417', '21358634']"
Q9UQB9,"['15499654', '15316025', '15938719', '17435757', '21531210', '21493633', '21733974', '27332895', '17344846']"
P35372,"['12519790', '10529478', '10419536', '10836142', '10899953', '12413885', '12068084', '12810704', '14573758', '15778451', '15967873', '16580639', '16542645', '17224450', '19300905', '19788913', '20214800', '20525224', '9399694', '9689128']"
P54750,['16959763']
P54855,"['16595710', '18719240', '19159218', '23288867', '24275569', '15618667']"
P51787,"['10654932', '11101505', '10713961', '10646604', '12324418', '11799244', '19687231', '20533308', '21228319', '22024150', '23529131', '24855057', '18165683', '19693805', '25441029', '9323054', '10704188', '1002/(sici)1096-8628(19990924)89:3<137::aid-ajmg4>3.0.co;2-c', '8872472', '8818942', '9024139', '9386136', '9272155', '9302275', '9570196', '9641694', '9781056', '9693036', '9482580', '1002/(sici)1098-1004(1998)11:2<158::aid-humu9>3.0.co;2-f', '9702906', '10090886', '10367071', '9927399', '10482963', '10220144', '1002/(sici)1098-1004(1999)13:4<301::aid-humu7>3.0.co;2-v', '10220146', '1002/(sici)1098-1004(1999)13:4<318::aid-humu9>3.0.co;2-f', '10409658', '10728423', '10973849', '12442276', '12522251', '15159330', '15840476', '16414944', '16922724', '18400097', '18441444', '18711367', '18711366', '24390345', '19808498', '19716085', '19540844', '21241800', '25139741', '24269949', '24184248', '25037568', '24713462', '25705178']"
Q02763,"['15340161', '9204896', '11806244', '11513602', '12816861', '12609966', '15284220', '14665640', '15851516', '18425120', '18425119', '19116766', '19689429', '19451274', '19159218', '19223473', '18366015', '19293632', '19234476', '20054809', '20651738', '11080633', '16732286', '17350837', '17253678', '19854647', '8980225', '10369874', '16959974', '17344846', '19079259', '19888299', '27270174']"
P63316,"['3951483', '9315850', '9219516', '12732641', '11385718', '15542288', '16302972', '18572189', '19439414']"
Q7KZI7,"['15489334', '12429843', '15158914', '14976552', '15365179', '15084291', '15324659', '17081983', '16775013', '16980613', '16964243', '17507984', '18220336', '18088087', '18691976', '18626018', '16396636', '16959763', '18669648', '19413330', '19369195', '20194617', '19559622', '20071654', '20068231', '21269460', '21406692', '23902687', '23186163', '23666762', '19966800']"
P42261,"['21172611', '20805473', '23739980', '23033978']"
Q15155,"['19159218', '17261586', '20538592', '32820719', '10835642', '11139250']"
P50213,"['19608861', '21269460', '25944712', '28139779', '28098230']"
P09488,"['7822249', '2110160', '3979555', '3864155', '1846734', '1420361', '11271497', '1002/1522-2683(200011)21:17<3785::aid-elps3785>3.0.co;2-2', '9084911', '21046276', '9930979', '16548513', 'n=glutathion']"
O95750,"['15340161', '12815072', '16597617', '17623664', '18829467', '19085950', '20094046', '23747249', '14730967', '17339340']"
Q86UE8,"['9427565', '10455159', '11470414', '12660173', '12955071', '16484223', '18691976', '18669648', '19413330', '19369195', '20016786', '19690332', '21269460', '21406692', '22354037', '23186163', '24275569', '17344846', '27479843', '29861108']"
P29466,"['1321594', '1339309', '11051551', '15030775', '15383541', '15326478', '16785446', '20197547', '20148899', '21269460', '26375003', '28314590', '30065070', '30692621', '32051255', '8044845', '9190289', '9987822', '15296730', '32109412', '32553275', '33420033']"
P51172,"['22505667', '26772908']"
Q9UGI6,"['31155282', '26658685']"
O75385,"['12168954', '11146101', '18691976', '18669648', '19413330', '19287211', '19597335', '19211835', '18936157', '19369195', '19690332', '20068231', '21460634', '21795849', '21406692', '21205641', '22354037', '22613832', '23186163', '25126726', '24767988', '25040165', '25127057', '26347139', '27334615', '28890335', '28561066', '31806350', '17344846']"
P49840,"['10868943', '12761548', '17229088', '11749387', '17478001', '18846110', '18691976', '18669648', '19413330', '19366350', '19706605', '19369195', '19690332', '21269460', '22539723', '23186163', '24275569', '25187516', '30704899', '31073040', '17344846']"
Q16584,"['8195146', '9003778', '9829970', '11053428', '11969422', '12529434', '15258589', '16964243', '18691976', '18669648', '19369195', '19690332', '23186163', '24275569', '17344846']"
P35869,"['7961644', '10395741', '11259615', '12213388', '12215427', '16582008', '12213390', '18076143', '22814378', '23275542', '30373764', '29726989', '32818467', '32866000', '28602820', '7550366', '10739168', '11698344', '11689007']"
Q9ULX7,"['16807956', '16686544', '17705204', '17127057', '17314045', '19186056', '19206230', '18618712', '21406692', '24275569', '24374484']"
O75116,"['10579722', '15699075', '16574662', '17015463', '18559669', '18691976', '18669648', '19131646', '19997641', '19690332', '20230755', '20826462', '20068231', '21269460', '21084279', '21147781', '12778124', '20803696', '21406692', '23186163', '24275569', '25944712', '17344846']"
P47989,"['7575623', '9153281', '10844591', '18780401', '24275569', '17301077', '11379872', '14551354', '16959974']"
Q13956,['15629837']
P05023,"['1380674', '7711835', '14759258', '17081065', '18621045', '19413330', '19690332', '21269460', '21454534', '22084111', '23186163', '24275569', '25944712', '29499166', '30388404']"
P16050,"['3356688', '1662607', '1944593', '8334154', '9414270', '11418015', '17052953', '18755188', '19528634', '21831839', '23242647', '24282679', '25293588', '32404334', '17959182']"
P31994,"['8327512', '8756631', '9232445', '15914856', '10064577', '8466861', '17435165', '20385827']"
P29376,"['8084603', '9223670', '10445845', '14695357', '18849880', '19815557', '20548102', '17344846']"
Q16832,"['9659899', '16186108', '16186104', '17665456', '18201965', '18669648', '19369195', '20564243', '20734453', '16626936', '21568710', '17703188', '20004161', '16140923', '17344846', '19110212', '20223752', '26463668', '30449416']"
Q9Y694,"['11327718', '12023506', '11907186', '11855680', '15901346', '19159218']"
P25963,"['1493333', '7479976', '8797825', '8622692', '8657102', '8657113', '9566872', '10437795', '10329681', '10454581', '10882136', '10783893', '10657303', '10655476', '11124955', '20356841', '16648481', '17003112', '17956732', '18577712', '20347421', '20504922', '23469069', '23675531', '9865693', '9865694', '14523047', '18412279']"
P41143,"['12142540', '15086532', '22184124', '22417668', '10982041', '12847517']"
P31644,"['17370265', '29961870', '31056671']"
P0C264,['12471243']
P04637,"['16131611', '19011621', '2175676', '2156209', '2141171', '1705009', '1848668', '8632903', '8632915', '9372954', '9840937', '10606744', '10551826', '10570149', '10722742', '10656795', '10884347', '11025664', '10644996', '10951572', '11554448', '11554766', '11672523', '11007800', '11447225', '11551930', '11124955', '11546806', '11239457', '12507430', '11706030', '11925430', '11740489', '11780126', '12750254', '12724314', '12810724', '12851404', '12944468', '12524540', '12702766', '15109303', '15186775', '15136035', '15053879', '15053880', '15340061', '15525938', '14702041', '16322561', '15701641', '32144153', '15855171', '16219768', '15866171', '17108107', '16704422', '16376338', '16377624', '17108971', '16845383', '16415881', '17145718', '17254968', '17719541', '17170702', '17245430', '17904127', '18022393', '17467953', '17121812', '17317671', '17591690', '17332504', '17349958', '17805299', '17707234', '17525332', '18249187', '18585004', '18690848', '18206965', '17954561', '17967874', '19413330', '19536131', '19473992', '19837670', '19776115', '19509332', '19556538', '19608861', '20096117', '20096447', '20673990', '20041275', '20385133', '19880522', '20118233', '20124405', '20228809', '20173098', '20660729', '21269460', '21952639', '21597459', '20959462', '21946351', '21317932', '22726440', '22214662', '22522597', '22945289', '22864287', '24051492', '23431171', '23752197', '25422469', '25591766', '25772236', '27323408', '28842590', '30146126', '8023159', '7773777', '9321402', '8023157', '7878469', '8875929', '8875926', '14534297', '16793544', '16474402', '16402859', '20870725', '8266092', '1905840', '8829653', '1002/(sici)1098-1004(1996)7:3<202::aid-humu4>3.0.co;2-c', '17015838', '18453682', '18650397', '18996393', '19515728', '20142040', '20364130', '32442400', '1999338', '1933902', '1978757', '2259385', '1737852', '1565144', '1694291', '1699228', '2263646', '1647768', '1868473', '1849234', '1672732', '1394225', '1327751', '1459726', '1303181', '1437144', '1631151', '7682763', '8402617', '8336944', '8118819', '8013454', '7887414', '8718514', '8825920', '8829627', '1002/(sici)1098-1004(1996)7:2<109::aid-humu4>3.0.co;2-7', '9101296', '1002/(sici)1098-1004(1997)9:4<348::aid-humu8>3.0.co;2-1', '9419979', '9450901', '1002/(sici)1098-1004(1998)11:1<39::aid-humu6>3.0.co;2-g', '9452042', '10484981', '10549356', '11481490', '12085209', '16959974', '17224074', '17311302', '25732823', '27657329', '', '']"
O95747,"['14707132', '16389068', '17081983', '17525332', '18669648', '18318008', '19413330', '19690332', '20068231', '21269460', '21406692', '22361696', '22052202', '22223895', '23186163', '24275569', '28688764', '17344846']"
P07477,"['7945238', '2598466', '17087724', '25010489', '8683601', '9322498', '9633818', '1002/(sici)1098-1004(1998)12:1<39::aid-humu6>3.0.co;2-p', '10381903', '10204851', '11073545', '11788572', '14695529', '15776435', '16959974']"
Q06187,"['12573241', '8013627', '8070576', '8630736', '9012831', '9571151', '10196179', '10339589', '10602036', '1002/1521-4141(200001)30:1<145::aid-immu145>3.0.co;2-0', '11016936', '11598012', '11606584', '11577348', '11751885', '15375214', '16644721', '16517732', '16738337', '16415872', '17932028', '19807924', '9751072', '19290921', '19369195', '21269460', '23913792', '23186163', '25944712', '9218782', '9485443', '10196129', '10826882', '11527964', '16969585', '20052711', '21280133', '8594569', '9016530', '8162056', '8162018', '7849697', '7849721', '7809124', '7849006', '7711734', '7633420', '7633429', '8634718', '7627183', '7897635', '8723128', '1002/(sici)1096-8628(19960503)63:1<318::aid-ajmg53>3.0.co;2-n', '8695804', '8834236', '9280283', '9260159', '9545398', '9445504', '10220140', '1002/(sici)1098-1004(1999)13:4<280::aid-humu3>3.0.co;2-l', '10678660', '1002/(sici)1096-8628(20000131)90:3<229::aid-ajmg8>3.0.co;2-q', '10612838', '1002/(sici)1098-1004(200001)15:1<117::aid-humu26>3.0.co;2-h', '17344846', '24869598', '24869597', '25189416', '', '']"
Q5T3U5,"['12527806', '15256465', '18220336', '23087055']"
Q8IVH8,"['19369195', '22223895', '22814378', '17344846']"
P22310,"['18004212', '17179145', '18177842', '18719240', '19159218', '20610558', '23288867', '24275569', '19204906', '24641623']"
P08253,"['1480041', '1655733', '8646777', '9119036', '9476898', '10559137', '11029402', '11751392', '11179305', '11710594', '12714657', '12879005', '14766804', '17435175', '19493954', '18971601', '22905912', '22509276', '7583664', '8549817', '10356396', '10545322', '11320090', '12147339', '11928808', '12032297', '21813640', '11431697', '15691365', '16542393', '16959974']"
Q86V86,"['12798037', '12473674', '16818649', '17270021', '18593906', '17876606']"
Q9UK32,"['15042092', '15632195', '18813292', '21406692', '17344846']"
Q9UM01,"['11078698', '11742806', '14603368', '15280038', '17329401', '17197568', '10080182', '10631139', '10655553', '12402335', '15756301', '15776427', '16959974', '17764084']"
P18545,['20655036']
P14859,"['1684878', '7859290', '10480874', '10629049', '14612514', '12826401', '16964243', '18669648', '19413330', '20068231', '21269460', '21406692', '23186163', '24275569', '8479524', '8462099', '7663141', '8156594', '16959974']"
Q8TD08,"['11875070', '16624805', '16336213', '19369195', '19166846', '20638370', '20733054', '21847093', '21190936', '22948227', '24618899', '24129315', '26595526', '29021280', '28842414']"
P61925,"['22814378', '', '']"
P06241,"['1699196', '1533589', '8394019', '8206991', '7568038', '9038210', '9207119', '9741627', '10196263', '10498895', '10790433', '11005864', '11162638', '11518702', '11536198', '12218089', '12788081', '14761972', '15557120', '14707117', '14757743', '15489916', '15536091', '15537652', '16387660', '16841086', '17925405', '17194753', '18056706', '18258597', '18088087', '18691976', '18669648', '19807924', '19179337', '19652227', '19369195', '20028775', '20100835', '20068231', '22080863', '23186163', '27335501', '7687536', '7664083', '8961927', '8681387', '8805554', '9351806', '12545174', '17344846']"
P41595,"['8882600', '11150294', '12970106', '18476671', '18703043', '21179162', '20945968', '23519210', '23519215', '24357322', '28129538', '', '', 'k', 'ce=""ECO:0007829|PDB:6DRX']"
P49761,"['9637771', '14759258', '17081983', '18691976', '18669648', '19168442', '19690332', '20068231', '23186163', '24275569', '21615147', '17344846']"
Q9P0L2,"['9108484', '11089574', '11433294', '17573348', '18492799', '18220336', '18691976', '18669648', '19369195', '19559622', '20071654', '21269460', '21406692', '23186163', '23666762', '16803889', '21145462', '17344846']"
Q99928,['26566883']
P22309,"['12181437', '15472229', '15470161', '16595710', '17496722', '18052087', '17187418', '17179145', '18004206', '18004212', '18674515', '18719240', '19545173', '19414484', '19159218', '20610558', '23288867', '24275569', '1634050', '8280139', '8276413', '8226884', '7989045', '7906695', '7989595', '7715297', '8706880', '9639672', '9621515', '9627603', '11013440', '1002/1098-1004(200010)16:4<297::aid-humu2>3.0.co;2-z', '11061796', '11370628', '12402338', '12139570', '14550264', '15712364', '17229650', '19830808', '23992562', '23099197']"
Q8IU85,"['15840691', '16324104', '17056143', '18817731', '18669648', '24275569', '25218447', '17344846']"
Q9UKI8,"['9427565', '12168954', '11470414', '11314006', '12660173', '18669648', '19369195', '19690332', '20068231', '21269460', '22814378', '23186163', '17344846']"
P07225,"['16335952', '24275569', '15952784', '2143091', '8298131', '7803790', '7545463', '7579449', '8977443', '8639833', '8781426', '8943854', '8765219', '8701404', '9031443', '9241758', '10447256', '1002/(sici)1098-1004(1999)14:1<30::aid-humu4>3.0.co;2-x', '10613647', '10706858', '10790208', '1002/(sici)1098-1004(200005)15:5<463::aid-humu8>3.0.co;2-e', '11372770', '11776305', '12351389', '11858485', '11927129', '12632031', '15238143', '15712227', '16959974', '18322254', '20484936', '27535533']"
P48039,['31019306']
Q86T13,"['15340161', '24275569']"
Q9BVS4,"['16037817', '17081983', '18691976', '18669648', '19413330', '19564402', '19369195', '19690332', '20068231', '21269460', '21081503', '21880710', '21406692', '22814378', '23186163', '17344846']"
P51956,"['15618286', '17297458', '19369195', '22814378', '24275569', '17344846']"
Q99870,[]
P39900,"['9115292', '11575928', '11575929']"
Q13464,"['8617235', '9722579', '10508479', '1002/(sici)1097-0215(19991112)83:4<456::aid-ijc4>3.0.co;2-5', '10436159', '10652353', '11018042', '11283607', '11956230', '12773565', '12778124', '17853893', '17158456', '18694941', '18691976', '18573880', '18669648', '19036714', '19181962', '19131646', '19997641', '19690332', '19608861', '20230755', '21269460', '21072057', '20803696', '21406692', '23093407', '22493320', '22814378', '23355470', '23186163', '24275569', '14660612', '16249185', '17344846']"
O00748,"['9169443', '19159218', '21049984', '22446793', '28677105', '21269460', '24275569', '12721789', '15618752']"
Q13177,"['7556080', '7673144', '9171063', '9786869', '11070003', '12853446', '15234964', '15471851', '17081983', '16374509', '16617111', '18716323', '18088087', '18669648', '19273597', '19690332', '19608861', '20696164', '19923322', '20068231', '21269460', '21098037', '21317288', '21177766', '21724829', '21406692', '22223895', '22814378', '23186163', '24275569', '21170023']"
P19801,"['8144586', '19764817']"
Q16512,"['8557118', '8621664', '8571126', '9175763', '9478917', '9751706', '10792047', '11104762', '12514133', '16611232', '16331689', '16964243', '17332740', '18220336', '18691976', '18066052', '18669648', '19413330', '19690332', '19608861', '20188095', '20228790', '20068231', '21269460', '21224381', '21754995', '21406692', '22814378', '23186163', '24275569', '10619026', '10388627', '14514689', '18006505', '24248594', '17344846']"
P43166,"['16807956', '16686544', '17705204', '17127057', '17314045', '19186056', '19206230']"
Q14097,[]
P11229,"['1445347', '15086532', '21056967']"
P01375,"['8631363', '8597870', '10205166', '2009860', '1402651', '9034191', '10369255', '12794819', '16829952', '16829951', '22517918', '23396208', '2922050', '1964681', '2551905', '9488135', '9442056', '12746914', '12915457']"
Q9UNN8,"['10681599', '21269460', '25944712', '12034704']"
Q9NY72,"['16959974', '20031595', '20558140', '20042427', '21051419']"
Q9HBH9,"['11154262', '11463832', '12897141', '16111636', '17965020', '18299328', '18691976', '18669648', '19690332', '20722422', '20823271', '20664001', '20927323', '21149447', '18508592', '23186163', '16216586', '16917500', '17344846']"
P14867,"['23909897', '25489750', '30266951', '29950725', '21714819', '24623842', '11992121', '16718694', '28978485', '29742426', '27864847']"
P16662,"['19159218', '24275569', '10702251', '15472229', '15470161', '18674515', '18177842', '18719240', '19022937', '23288867', '23756265', '26220143', '17442341', '11186130']"
O60674,"['7615558', '7673114', '10531356', '10899310', '12023369', '15805263', '16034466', '16091753', '16769584', '16424865', '19783980', '21036157', '20353823', '20098430', '21423214', '21368206', '16456223', '19290934', '23186163', '25092874', '16174768', '15781101', '16325696', '15793561', '15858187', '16707754', '16247455', '16603627', '17267906', '17344846', '22397670']"
Q15849,['17702749']
P09960,"['1897988', '6490615', '7667299', '1975494', '2244921', '1881903', '1516710', '1357660', '9395533', '19608861', '20813919', '21269460', '22223895', '22814378', '24275569', '21206090', '11175901', '12207002', '11675384', '11917124', '15078870', '18804029', '19618939', '24591641']"
Q8IW41,"['9628874', '10708586', '12808055', '17728103', '18669648', '19413330', '19166925', '19690332', '23186163', '17344846', '17254968', '21329882', '20227494']"
P04406,"['7030790', '12665801', '7498159', '1193541', '11724794', '12829261', '14654843', '15479637', '15628863', '15592455', '17081983', '16501887', '16815975', '18183946', '18669648', '19413330', '19001379', '19690332', '19608861', '20644585', '20068231', '21269460', '21908771', '21406692', '22905912', '22771119', '23071094', '22814378', '23332158', '23186163', '25417112', '25086035', '24275569', '25944712', '27387501', '28522607', '28112733', '957435', '16239728', '16510976']"
P35222,"['7982500', '9020842', '10029085', '10187801', '10966653', '11703283', '11751639', '11279024', '27226643', '11590244', '11389839', '11389840', '11464291', '12501215', '12051714', '12297051', '12027456', '11834740', '12077367', '12370829', '12420223', '12830000', '10679188', '12640114', '12712206', '14595118', '16424001', '17047063', '17081983', '16858403', '17524503', '17289029', '17009320', '18077326', '18086858', '18220336', '18819930', '18378692', '18669648', '19816403', '18957423', '19433865', '19690332', '20307497', '20164195', '19996314', '19693690', '20026641', '20068231', '21269460', '21262353', '21132015', '21247902', '21623382', '21406692', '22647378', '22699938', '22155184', '23033978', '22814378', '25183871', '24342833', '24275569', '25266658', '24824780', '25169422', '25807484', '28829046', '28051089', '29432739', '29367600', '28575650', '29374064', '29739711', '31073040', '11136974', '11713475', '11713476', '12408824', '17052462', '9065402', '9927029', '10398436', '1002/(sici)1098-2264(199908)25:4<399::aid-gcc14>3.0.co;2-x', '10391090', '10655994', '10192393', '10435629', '10666372', '25326669', '28514307']"
P00797,"['2016271', '12045255', '2493678', '1608447', '20927107', '16116425', '19664745']"
Q9H093,"['14575707', '15345718', '19369195', '19927127', '22814378', '17344846']"
